name,owner,stars,created_at,updated_at,age_days,days_since_update,merged_pull_requests,total_releases,primary_language,total_issues,closed_issues,closed_issues_ratio
freeCodeCamp,freeCodeCamp,426349,2014-12-24T17:49:19Z,2025-08-24T21:11:42Z,3896,0,25733,0,TypeScript,19835,19641,99.02
build-your-own-x,codecrafters-io,413672,2018-05-09T12:03:18Z,2025-08-24T21:13:34Z,2664,0,142,0,Markdown,824,595,72.21
awesome,sindresorhus,394579,2014-07-11T13:42:37Z,2025-08-24T21:16:49Z,4062,0,679,0,Unknown,354,340,96.05
free-programming-books,EbookFoundation,366070,2013-10-11T06:50:37Z,2025-08-24T21:11:02Z,4335,0,6821,0,Python,1181,1152,97.54
public-apis,public-apis,362761,2016-03-20T23:49:42Z,2025-08-24T20:53:12Z,3443,0,1872,0,Python,712,704,98.88
developer-roadmap,kamranahmedse,334463,2017-03-15T13:45:52Z,2025-08-24T20:51:47Z,3084,0,3694,1,TypeScript,2942,2693,91.54
coding-interview-university,jwasham,324765,2016-06-06T02:34:12Z,2025-08-24T21:11:52Z,3366,0,415,0,Unknown,516,453,87.79
system-design-primer,donnemartin,317419,2017-02-26T16:15:28Z,2025-08-24T20:56:59Z,3101,0,200,0,Python,341,91,26.69
996.ICU,996icu,274144,2019-03-26T07:31:14Z,2025-08-24T15:53:55Z,2343,0,1071,0,Unknown,0,0,0
awesome-python,vinta,256530,2014-06-27T21:00:06Z,2025-08-24T21:04:56Z,4076,0,544,0,Python,0,0,0
awesome-selfhosted,awesome-selfhosted,243484,2015-06-01T02:33:17Z,2025-08-24T21:03:11Z,3737,0,2394,1,Unknown,806,806,100.0
project-based-learning,practical-tutorials,240995,2017-04-12T05:07:46Z,2025-08-24T20:58:50Z,3056,0,182,0,Unknown,210,79,37.62
react,facebook,238373,2013-05-24T16:15:54Z,2025-08-24T20:51:58Z,4475,0,12137,105,JavaScript,14001,13200,94.28
vue,vuejs,209296,2013-07-29T03:24:51Z,2025-08-24T15:53:08Z,4409,0,1133,249,TypeScript,10028,9673,96.46
Python,TheAlgorithms,204332,2016-07-16T09:44:01Z,2025-08-24T21:00:59Z,3326,0,2984,0,Python,1588,1519,95.65
linux,torvalds,200608,2011-09-04T22:48:12Z,2025-08-24T21:12:50Z,5102,0,10,0,C,0,0,0
javascript-algorithms,trekhleb,193072,2018-03-24T07:47:04Z,2025-08-24T16:56:23Z,2710,0,302,0,JavaScript,366,229,62.57
tensorflow,tensorflow,191305,2015-11-07T01:19:20Z,2025-08-24T19:43:01Z,3578,0,36045,219,C++,40745,39845,97.79
computer-science,ossu,190924,2014-05-04T00:18:39Z,2025-08-24T21:07:18Z,4130,0,299,0,HTML,652,638,97.85
the-book-of-secret-knowledge,trimstray,183518,2018-06-23T10:43:14Z,2025-08-24T21:09:08Z,2619,0,122,0,Unknown,0,0,0
You-Dont-Know-JS,getify,183018,2013-11-16T02:37:24Z,2025-08-24T17:06:17Z,4299,0,368,0,Unknown,944,863,91.42
CS-Notes,CyC2018,181548,2018-02-13T14:56:24Z,2025-08-24T16:41:32Z,2749,0,374,0,Unknown,571,448,78.46
ohmyzsh,ohmyzsh,180908,2009-08-28T18:15:37Z,2025-08-24T19:27:24Z,5840,0,3377,0,Shell,4964,4824,97.18
AutoGPT,Significant-Gravitas,178053,2023-03-16T09:21:07Z,2025-08-24T21:02:18Z,892,0,3201,68,Python,3396,3232,95.17
vscode,microsoft,176043,2015-09-03T20:23:38Z,2025-08-24T21:16:19Z,3643,0,36293,177,TypeScript,205677,193506,94.08
bootstrap,twbs,172902,2011-07-29T21:19:00Z,2025-08-24T16:57:07Z,5139,0,8974,93,MDX,22751,22346,98.22
flutter,flutter,172078,2015-03-06T22:54:58Z,2025-08-24T20:07:42Z,3823,0,43864,7,Dart,108862,96954,89.06
Python-100-Days,jackfrued,171209,2018-03-01T16:05:52Z,2025-08-24T20:16:28Z,2733,0,13,0,Jupyter Notebook,691,118,17.08
gitignore,github,168863,2010-11-08T20:17:14Z,2025-08-24T21:08:12Z,5403,0,1716,0,Unknown,0,0,0
the-art-of-command-line,jlevy,157874,2015-05-20T15:11:03Z,2025-08-24T20:27:46Z,3749,0,317,0,Unknown,258,136,52.71
stable-diffusion-webui,AUTOMATIC1111,155895,2022-08-22T14:05:26Z,2025-08-24T21:02:23Z,1098,0,1874,27,Python,7831,5468,69.83
JavaGuide,Snailclimb,151395,2018-05-07T13:27:00Z,2025-08-24T14:39:47Z,2666,0,1180,0,Java,1104,1032,93.48
ollama,ollama,150837,2023-06-26T19:39:32Z,2025-08-24T20:19:41Z,790,0,2475,143,Go,8027,6243,77.78
awesome-go,avelino,150718,2014-07-06T13:42:15Z,2025-08-24T21:09:10Z,4067,0,3458,0,Go,688,682,99.13
transformers,huggingface,148753,2018-10-29T13:56:00Z,2025-08-24T20:25:10Z,2491,0,16681,224,Python,17826,16742,93.92
javascript,airbnb,147306,2012-11-01T23:13:50Z,2025-08-24T20:13:06Z,4678,0,810,0,JavaScript,1368,1269,92.76
Microsoft-Activation-Scripts,massgravel,145821,2020-01-12T23:03:34Z,2025-08-24T20:53:43Z,2050,0,6,24,Batchfile,724,723,99.86
youtube-dl,ytdl-org,136965,2010-10-31T14:35:07Z,2025-08-24T17:09:04Z,5411,0,1642,341,Python,26771,23125,86.38
next.js,vercel,133975,2016-10-05T23:32:51Z,2025-08-24T20:17:22Z,3244,0,23665,1000,JavaScript,23392,21072,90.08
awesome-chatgpt-prompts,f,133123,2022-12-05T13:54:13Z,2025-08-24T19:56:31Z,993,0,171,0,JavaScript,0,0,0
n8n,n8n-io,132319,2019-06-22T09:24:21Z,2025-08-24T21:17:26Z,2255,0,10641,382,TypeScript,5207,4577,87.9
go,golang,129563,2014-08-19T04:33:40Z,2025-08-24T20:34:59Z,4023,0,1,0,Go,67947,58771,86.5
tech-interview-handbook,yangshun,129145,2016-07-05T05:00:48Z,2025-08-24T20:39:12Z,3337,0,481,0,TypeScript,115,74,64.35
fucking-algorithm,labuladong,128976,2020-02-19T09:01:23Z,2025-08-24T15:04:53Z,2013,0,238,1,Markdown,920,916,99.57
scrcpy,Genymobile,127022,2017-11-21T18:00:27Z,2025-08-24T21:13:44Z,2833,0,113,47,C,5627,3176,56.44
HelloGitHub,521xueweihan,126159,2016-05-04T06:24:11Z,2025-08-24T20:21:35Z,3399,0,16,57,Python,2841,2651,93.31
30-seconds-of-code,Chalarangelo,125071,2017-11-29T17:35:03Z,2025-08-24T18:52:18Z,2825,0,827,12,JavaScript,300,300,100.0
yt-dlp,yt-dlp,123688,2020-10-26T04:22:55Z,2025-08-24T21:04:40Z,1763,0,2911,118,Python,9788,8188,83.65
react-native,facebook,123524,2015-01-09T18:10:16Z,2025-08-24T20:17:25Z,3880,0,930,410,C++,27204,26551,97.6
PowerToys,microsoft,122547,2019-05-01T17:44:02Z,2025-08-24T21:08:19Z,2307,0,5663,117,C#,34588,27579,79.74
electron,electron,118017,2013-04-12T01:47:36Z,2025-08-24T20:03:10Z,4517,0,23274,1000,C++,21050,20299,96.43
kubernetes,kubernetes,117048,2014-06-06T22:56:04Z,2025-08-24T20:45:50Z,4096,0,62232,755,Go,47705,45804,96.02
hello-algo,krahets,115721,2022-11-04T11:08:34Z,2025-08-24T21:15:54Z,1024,0,945,9,Java,270,258,95.56
free-programming-books-zh_CN,justjavac,115050,2013-11-04T01:59:19Z,2025-08-24T20:17:33Z,4311,0,282,3,Unknown,0,0,0
langchain,langchain-ai,114125,2022-10-17T02:58:36Z,2025-08-24T21:14:19Z,1042,0,14493,948,Jupyter Notebook,8645,8433,97.55
node,nodejs,112918,2014-11-26T19:57:11Z,2025-08-24T20:58:11Z,3924,0,10774,455,JavaScript,19465,17743,91.15
dify,langgenius,111900,2023-04-12T07:40:24Z,2025-08-24T21:00:08Z,865,0,7083,140,TypeScript,12632,11931,94.45
d3,d3,111345,2010-09-27T17:22:42Z,2025-08-24T20:24:57Z,5445,0,493,194,Shell,2229,2220,99.6
free-for-dev,ripienaar,110785,2015-03-18T21:06:26Z,2025-08-24T20:54:09Z,3812,0,2762,0,HTML,0,0,0
three.js,mrdoob,108254,2010-03-23T18:58:01Z,2025-08-24T19:58:01Z,5633,0,14410,171,JavaScript,13180,12731,96.59
open-webui,open-webui,107759,2023-10-06T22:08:27Z,2025-08-24T21:16:48Z,687,0,2517,122,JavaScript,6196,5984,96.58
axios,axios,107462,2014-08-18T22:30:27Z,2025-08-24T18:45:01Z,4023,0,1001,97,JavaScript,4844,4643,95.85
rust,rust-lang,106004,2010-06-16T20:39:03Z,2025-08-24T19:42:59Z,5548,0,65709,140,Rust,59261,48631,82.06
excalidraw,excalidraw,105898,2020-01-02T01:04:43Z,2025-08-24T20:49:28Z,2061,0,3702,14,TypeScript,4245,2405,56.65
TypeScript,microsoft,105703,2014-06-17T15:28:39Z,2025-08-24T20:14:03Z,4086,0,14675,212,TypeScript,42460,36879,86.86
langflow,langflow-ai,105368,2023-02-08T22:28:03Z,2025-08-24T21:14:29Z,927,0,4632,262,Python,2701,2260,83.67
deno,denoland,104003,2018-05-15T01:34:26Z,2025-08-24T20:28:28Z,2658,0,13347,342,Rust,13187,10913,82.76
nodebestpractices,goldbergyoni,103988,2017-09-15T08:33:19Z,2025-08-24T20:02:16Z,2900,0,765,0,Dockerfile,328,285,86.89
create-react-app,facebook,103460,2016-07-17T14:55:11Z,2025-08-24T21:11:42Z,3325,0,1949,83,JavaScript,8402,6567,78.16
GitHub-Chinese-Top-Charts,GrowingGit,101466,2019-09-05T03:01:56Z,2025-08-24T20:53:42Z,2180,0,0,0,Java,340,161,47.35
godot,godotengine,100553,2014-01-04T16:05:36Z,2025-08-24T20:11:55Z,4250,0,38734,61,C++,58153,46052,79.19
terminal,microsoft,99318,2017-08-11T18:38:22Z,2025-08-24T18:55:24Z,2935,0,4189,136,C++,13463,11867,88.15
DeepSeek-V3,deepseek-ai,98932,2024-12-26T09:52:40Z,2025-08-24T21:09:43Z,241,0,21,1,Python,591,559,94.59
angular,angular,98529,2014-09-18T16:12:01Z,2025-08-24T20:51:29Z,3993,0,3894,471,TypeScript,29484,28139,95.44
frp,fatedier,97791,2015-12-21T15:24:59Z,2025-08-24T19:20:08Z,3534,0,683,106,Go,3905,3848,98.54
papers-we-love,papers-we-love,97455,2013-12-15T14:31:41Z,2025-08-24T21:08:31Z,4270,0,437,0,Shell,246,245,99.59
Awesome-Hacking,Hack-with-Github,96740,2016-03-30T15:47:10Z,2025-08-24T21:15:25Z,3434,0,34,0,Unknown,0,0,0
iptv,iptv-org,96514,2018-11-14T22:00:57Z,2025-08-24T20:09:38Z,2474,0,6672,0,TypeScript,14966,14455,96.59
material-ui,mui,96451,2014-08-18T19:11:54Z,2025-08-24T20:09:45Z,4024,0,20815,547,TypeScript,20167,18553,92.0
rustdesk,rustdesk,96271,2020-09-28T15:36:08Z,2025-08-24T20:54:37Z,1791,0,3639,31,Rust,3597,3542,98.47
tauri,tauri-apps,95881,2019-07-13T09:09:37Z,2025-08-24T19:27:13Z,2234,0,5171,1000,Rust,5777,4648,80.46
ant-design,ant-design,95757,2015-04-24T15:37:24Z,2025-08-24T18:35:27Z,3775,0,15777,714,TypeScript,31628,30401,96.12
generative-ai-for-beginners,microsoft,95659,2023-06-19T16:28:59Z,2025-08-24T21:09:23Z,797,0,388,0,Jupyter Notebook,176,166,94.32
thefuck,nvbn,93676,2015-04-08T15:08:04Z,2025-08-24T20:31:12Z,3791,0,481,17,Python,760,472,62.11
clean-code-javascript,ryanmcdermott,93672,2016-11-25T22:25:41Z,2025-08-24T20:36:35Z,3193,0,149,0,JavaScript,235,163,69.36
ui,shadcn-ui,93552,2023-01-04T12:43:27Z,2025-08-24T21:00:19Z,963,0,636,52,TypeScript,3349,2380,71.07
HowToCook,Anduin2017,92786,2020-02-29T10:43:49Z,2025-08-24T20:00:08Z,2003,0,586,4,Dockerfile,782,346,44.25
pytorch,pytorch,92647,2016-08-13T05:26:41Z,2025-08-24T21:08:59Z,3298,0,6193,61,Python,53288,37754,70.85
java-design-patterns,iluwatar,92570,2014-08-09T16:45:18Z,2025-08-24T19:04:02Z,4033,0,1507,0,Java,959,830,86.55
neovim,neovim,92200,2014-01-31T13:39:22Z,2025-08-24T20:05:57Z,4223,0,16159,45,Vim Script,13133,11485,87.45
puppeteer,puppeteer,92161,2017-05-09T22:16:13Z,2025-08-24T20:03:15Z,3028,0,5424,560,TypeScript,7221,6955,96.32
Web-Dev-For-Beginners,microsoft,91557,2020-11-10T02:44:00Z,2025-08-24T20:56:09Z,1748,0,520,0,JavaScript,332,243,73.19
DeepSeek-R1,deepseek-ai,90970,2025-01-20T11:57:28Z,2025-08-24T21:09:44Z,216,0,9,1,Unknown,631,592,93.82
vue-element-admin,PanJiaChen,89806,2017-04-17T03:35:49Z,2025-08-24T15:10:36Z,3051,0,311,49,Vue,3609,2357,65.31
tailwindcss,tailwindlabs,89753,2017-10-06T14:59:14Z,2025-08-24T20:02:48Z,2879,0,3072,290,TypeScript,4544,4464,98.24
fastapi,fastapi,88733,2018-12-08T08:21:47Z,2025-08-24T21:16:39Z,2451,0,2738,208,Python,3466,3417,98.59
every-programmer-should-know,mtdvio,87930,2017-08-24T13:18:26Z,2025-08-24T21:17:01Z,2922,0,99,0,Unknown,52,23,44.23
awesome-mac,jaywcjlove,87588,2016-07-17T15:33:47Z,2025-08-24T20:25:50Z,3325,0,992,12,JavaScript,482,368,76.35
storybook,storybookjs,87586,2016-03-18T04:23:44Z,2025-08-24T20:17:41Z,3446,0,11483,1000,TypeScript,13696,11618,84.83
supabase,supabase,87580,2019-10-12T05:56:49Z,2025-08-24T19:34:36Z,2143,0,12948,22,TypeScript,4665,4440,95.18
whisper,openai,87140,2022-09-16T20:02:54Z,2025-08-24T20:52:29Z,1073,0,119,13,Python,0,0,0
nvm,nvm-sh,86548,2010-04-15T17:47:47Z,2025-08-24T18:25:26Z,5610,0,729,70,Shell,2315,1999,86.35
ComfyUI,comfyanonymous,86462,2023-01-17T03:15:56Z,2025-08-24T21:06:09Z,950,0,1213,74,Python,6220,3680,59.16
NextChat,ChatGPTNextWeb,85620,2023-03-10T18:27:54Z,2025-08-24T20:17:45Z,898,0,889,77,TypeScript,3547,2888,81.42
v2rayN,2dust,85465,2019-07-30T03:47:24Z,2025-08-24T21:16:23Z,2217,0,273,265,C#,6027,6020,99.88
llama.cpp,ggml-org,85453,2023-03-10T18:58:00Z,2025-08-24T20:36:07Z,898,0,5538,1000,C++,5729,5390,94.08
bitcoin,bitcoin,85178,2010-12-19T15:16:43Z,2025-08-24T21:08:49Z,5362,0,15518,56,C++,8688,8276,95.26
app-ideas,florinpop17,84979,2019-02-25T18:36:56Z,2025-08-24T20:58:12Z,2372,0,149,0,Unknown,170,44,25.88
django,django,84705,2012-04-28T02:47:18Z,2025-08-24T21:13:33Z,4866,0,9863,0,Python,0,0,0
svelte,sveltejs,83869,2016-11-20T18:13:05Z,2025-08-24T20:12:19Z,3199,0,5993,511,JavaScript,8504,7686,90.38
gin,gin-gonic,83702,2014-06-16T23:57:25Z,2025-08-24T20:31:38Z,4086,0,1114,27,Go,2348,1680,71.55
opencv,opencv,83662,2012-07-19T09:40:17Z,2025-08-24T21:16:40Z,4784,0,13088,66,C++,11237,8633,76.83
FreeDomain,DigitalPlatDev,83343,2024-05-30T13:23:00Z,2025-08-24T21:17:51Z,451,0,0,0,HTML,0,0,0
hugo,gohugoio,83045,2013-07-04T15:26:26Z,2025-08-24T18:35:27Z,4434,0,2961,337,Go,7800,7362,94.38
mermaid,mermaid-js,82366,2014-11-01T23:52:32Z,2025-08-24T18:47:26Z,3948,0,2440,164,TypeScript,3371,2098,62.24
realworld,gothinkster,82256,2016-02-26T20:49:53Z,2025-08-24T20:15:26Z,3467,0,433,0,TypeScript,542,503,92.8
animate.css,animate-css,82068,2011-10-12T10:07:38Z,2025-08-24T18:08:42Z,5065,0,315,22,CSS,882,841,95.35
laravel,laravel,81917,2011-06-08T03:06:08Z,2025-08-24T21:05:46Z,5191,0,1641,198,Blade,0,0,0
mall,macrozheng,81371,2018-04-04T01:11:44Z,2025-08-24T15:02:18Z,2699,0,1,3,Java,497,487,97.99
core,home-assistant,80899,2013-09-17T07:29:48Z,2025-08-24T21:06:04Z,4359,0,75808,1000,Python,62526,60173,96.24
manim,3b1b,80087,2015-03-22T18:50:58Z,2025-08-24T21:05:06Z,3808,0,642,13,Python,1212,761,62.79
FiraCode,tonsky,79962,2014-11-11T19:32:38Z,2025-08-24T18:39:31Z,3939,0,137,29,Clojure,1364,954,69.94
bun,oven-sh,79903,2021-04-14T00:48:17Z,2025-08-24T21:06:44Z,1593,0,5991,196,Zig,13123,8324,63.43
system-prompts-and-models-of-ai-tools,x1xhlol,78745,2025-03-05T16:38:29Z,2025-08-24T21:04:49Z,172,0,28,0,Unknown,104,56,53.85
spring-boot,spring-projects,78191,2012-10-19T15:02:57Z,2025-08-24T18:34:50Z,4692,0,42,320,Java,39293,38736,98.58
advanced-java,doocs,78143,2018-10-06T11:38:30Z,2025-08-24T15:59:22Z,2514,0,88,1,Java,147,146,99.32
devops-exercises,bregman-arie,78031,2019-10-03T17:31:21Z,2025-08-24T19:16:07Z,2152,0,302,0,Python,99,64,64.65
models,tensorflow,77619,2016-02-05T01:15:20Z,2025-08-24T20:31:28Z,3488,0,2341,50,Python,7312,6236,85.28
awesome-for-beginners,MunGell,76900,2015-10-24T19:53:36Z,2025-08-24T21:10:15Z,3592,0,453,0,Unknown,186,175,94.09
ML-For-Beginners,microsoft,76823,2021-03-03T01:34:05Z,2025-08-24T21:08:27Z,1635,0,377,0,HTML,147,141,95.92
awesome-interview-questions,DopplerHQ,76682,2015-11-28T09:48:17Z,2025-08-24T20:12:42Z,3557,0,175,0,Unknown,61,34,55.74
gpt4all,nomic-ai,76549,2023-03-27T18:49:32Z,2025-08-24T18:25:26Z,881,0,934,38,C++,2188,1488,68.01
LeetCodeAnimation,MisterBooo,76409,2018-12-06T08:01:22Z,2025-08-24T18:25:42Z,2453,0,63,0,Java,62,42,67.74
playwright,microsoft,76318,2019-11-15T18:32:42Z,2025-08-24T19:43:43Z,2109,0,15071,151,TypeScript,16318,15481,94.87
netdata,netdata,75646,2013-06-17T18:39:10Z,2025-08-24T20:36:36Z,4451,0,10940,121,C,8118,7951,97.94
funNLP,fighting41love,75625,2018-08-21T11:20:39Z,2025-08-24T16:49:30Z,2560,0,14,0,Python,81,47,58.02
Font-Awesome,FortAwesome,75587,2012-02-17T14:19:43Z,2025-08-24T16:54:17Z,4937,0,212,60,JavaScript,19754,16002,81.01
syncthing,syncthing,75511,2013-11-26T09:48:21Z,2025-08-24T21:15:28Z,4289,0,2761,440,Go,5698,5369,94.23
system-design-101,ByteByteGoHq,75486,2023-09-18T20:52:03Z,2025-08-24T20:53:33Z,706,0,23,0,Unknown,54,17,31.48
github-readme-stats,anuraghazra,75302,2020-07-09T10:34:22Z,2025-08-24T19:47:03Z,1872,0,1318,0,JavaScript,1306,1111,85.07
vite,vitejs,74885,2020-04-21T05:03:57Z,2025-08-24T20:13:27Z,1951,0,5586,598,TypeScript,8087,7621,94.24
union,unionlabs,74827,2023-05-16T22:33:39Z,2025-08-24T21:01:27Z,830,0,2761,95,Rust,1822,1590,87.27
json-server,typicode,74821,2013-11-27T13:21:13Z,2025-08-24T09:03:32Z,4288,0,121,38,JavaScript,1169,549,46.96
weekly,ruanyf,74271,2018-10-13T12:36:07Z,2025-08-24T19:35:28Z,2507,0,101,0,Unknown,7121,1082,15.19
immich,immich-app,74190,2022-02-03T15:56:27Z,2025-08-24T20:58:39Z,1298,0,7163,261,TypeScript,6323,5731,90.64
uptime-kuma,louislam,73663,2021-07-03T01:02:42Z,2025-08-24T21:12:24Z,1513,0,1317,111,JavaScript,4169,3455,82.87
hoppscotch,hoppscotch,73615,2019-08-21T13:15:24Z,2025-08-24T21:02:42Z,2195,0,1870,83,TypeScript,2046,1556,76.05
elasticsearch,elastic,73610,2010-02-08T13:20:56Z,2025-08-24T17:30:34Z,5676,0,80591,202,Java,40646,36336,89.4
code-server,coder,73556,2019-02-27T16:50:41Z,2025-08-24T21:09:52Z,2370,0,1576,200,TypeScript,3705,3569,96.33
awesome-vue,vuejs,73201,2015-10-20T00:16:14Z,2025-08-24T20:47:43Z,3596,0,3574,0,Unknown,228,190,83.33
fzf,junegunn,73156,2013-10-23T16:04:23Z,2025-08-24T20:53:58Z,4323,0,595,70,Go,3016,2781,92.21
Best-websites-a-programmer-should-visit,sdmg15,72954,2017-03-05T20:25:17Z,2025-08-24T21:05:07Z,3094,0,431,0,Unknown,174,103,59.2
Deep-Live-Cam,hacksider,72685,2023-09-24T13:19:31Z,2025-08-24T20:00:12Z,700,0,85,8,Python,989,924,93.43
nest,nestjs,72388,2017-02-04T20:12:52Z,2025-08-24T21:11:30Z,3123,0,7413,131,TypeScript,5673,5644,99.49
markitdown,microsoft,72222,2024-11-13T19:56:40Z,2025-08-24T21:13:15Z,284,0,147,14,Python,323,69,21.36
d2l-zh,d2l-ai,71887,2017-08-23T04:40:24Z,2025-08-24T14:43:18Z,2923,0,1019,16,Python,0,0,0
clash-verge-rev,clash-verge-rev,71772,2023-11-21T18:24:03Z,2025-08-24T21:15:11Z,642,0,321,50,TypeScript,3818,3695,96.78
gemini-cli,google-gemini,71568,2025-04-17T17:04:31Z,2025-08-24T21:11:43Z,129,0,1952,48,TypeScript,3654,2341,64.07
stable-diffusion,CompVis,71371,2022-08-10T14:36:44Z,2025-08-24T20:19:52Z,1110,0,5,0,Jupyter Notebook,727,195,26.82
Front-End-Checklist,thedaviddias,71008,2017-10-16T10:12:36Z,2025-08-24T20:40:35Z,2869,0,179,1,Unknown,148,147,99.32
screenshot-to-code,abi,70780,2023-11-14T17:53:32Z,2025-08-24T16:14:46Z,649,0,49,0,Python,382,278,72.77
redis,redis,70586,2009-03-21T22:32:25Z,2025-08-24T20:24:55Z,5999,0,4162,96,C,6781,4629,68.26
moby,moby,70528,2013-01-18T18:10:57Z,2025-08-24T15:57:08Z,4601,0,21492,237,Go,23125,19928,86.18
flask,pallets,70214,2010-04-06T11:11:59Z,2025-08-24T19:01:30Z,5619,0,1613,37,Python,2692,2691,99.96
Ventoy,ventoy,70099,2020-03-10T15:19:19Z,2025-08-24T21:05:07Z,1993,0,280,105,C,2532,1671,66.0
cs-video-courses,Developer-Y,69631,2016-10-21T17:02:11Z,2025-08-24T19:42:38Z,3229,0,234,0,Unknown,0,0,0
grafana,grafana,69595,2013-12-11T15:59:56Z,2025-08-24T19:54:00Z,4274,0,56804,550,TypeScript,40991,37504,91.49
awesome-react,enaqx,69546,2014-08-06T05:31:44Z,2025-08-24T21:03:20Z,4036,0,780,0,Unknown,113,109,96.46
reveal.js,hakimel,69466,2011-06-07T18:54:22Z,2025-08-24T18:38:49Z,5192,0,409,49,JavaScript,2464,1690,68.59
awesome-machine-learning,josephmisiti,69434,2014-07-15T19:11:19Z,2025-08-24T21:02:50Z,4058,0,872,0,Python,93,93,100.0
PayloadsAllTheThings,swisskyrepo,69409,2016-10-18T07:29:07Z,2025-08-24T21:15:00Z,3232,0,548,5,Python,0,0,0
strapi,strapi,69270,2015-09-30T15:34:48Z,2025-08-24T20:50:32Z,3616,0,9125,478,TypeScript,11191,10205,91.19
gpt_academic,binary-husky,69158,2023-03-20T09:05:13Z,2025-08-24T12:50:25Z,888,0,224,32,Python,1741,1478,84.89
tesseract,tesseract-ocr,69033,2014-08-12T18:04:59Z,2025-08-24T20:52:26Z,4030,0,1411,34,C++,2726,2303,84.48
swift,swiftlang,68987,2015-10-23T21:15:07Z,2025-08-24T20:20:04Z,3593,0,55458,60,C++,16785,9433,56.2
protobuf,protocolbuffers,68877,2014-08-26T15:52:15Z,2025-08-24T21:08:51Z,4016,0,7787,195,C++,6641,6407,96.48
browser-use,browser-use,68550,2024-10-31T16:00:56Z,2025-08-24T21:16:22Z,297,0,994,74,Python,1060,551,51.98
cpython,python,68511,2017-02-10T19:23:51Z,2025-08-24T20:36:49Z,3117,0,52832,0,Python,73378,66137,90.13
node,base,68465,2023-02-01T13:55:02Z,2025-08-24T08:59:01Z,935,0,186,54,Go,241,190,78.84
sherlock,sherlock-project,68196,2018-12-24T14:30:48Z,2025-08-24T19:53:11Z,2435,0,642,1,Python,1075,971,90.33
imgui,ocornut,67764,2014-07-21T14:29:47Z,2025-08-24T21:07:06Z,4052,0,405,114,C++,6538,5524,84.49
superset,apache,67722,2015-07-21T18:55:34Z,2025-08-24T20:36:16Z,3687,0,14847,233,TypeScript,11640,11171,95.97
express,expressjs,67586,2009-06-26T18:56:01Z,2025-08-24T17:30:07Z,5903,0,461,160,JavaScript,3990,3886,97.39
openai-cookbook,openai,67397,2022-03-11T02:08:53Z,2025-08-24T20:51:31Z,1262,0,863,0,Jupyter Notebook,602,558,92.69
new-pac,Alvin9999,67388,2016-03-23T08:43:36Z,2025-08-24T21:14:41Z,3441,0,0,0,Python,1774,1334,75.2
awesome-mcp-servers,punkpeye,67315,2024-11-30T04:49:10Z,2025-08-24T21:10:45Z,267,0,923,0,Unknown,103,74,71.84
LLMs-from-scratch,rasbt,67203,2023-07-23T18:15:57Z,2025-08-24T20:55:45Z,763,0,390,0,Jupyter Notebook,176,172,97.73
cs-self-learning,PKUFlyingPig,66696,2021-10-20T13:43:42Z,2025-08-24T19:22:41Z,1404,0,297,5,HTML,210,104,49.52
localsend,localsend,66437,2022-12-16T00:46:07Z,2025-08-24T21:08:59Z,982,0,667,24,Dart,1432,645,45.04
Chart.js,chartjs,66418,2013-03-17T23:56:36Z,2025-08-24T13:35:03Z,4542,0,3002,116,JavaScript,7266,6804,93.64
obs-studio,obsproject,66374,2013-10-01T02:40:31Z,2025-08-24T21:01:22Z,4345,0,5243,223,C,4608,3935,85.39
caddy,caddyserver,66365,2015-01-13T19:45:03Z,2025-08-24T19:23:34Z,3876,0,2128,130,Go,4334,4156,95.89
ansible,ansible,66032,2012-03-06T14:58:02Z,2025-08-24T15:13:17Z,4919,0,39195,162,Python,33033,32478,98.32
awesome-cpp,fffaraz,65851,2014-07-17T08:51:11Z,2025-08-24T20:12:44Z,4056,0,801,0,Unknown,584,237,40.58
uv,astral-sh,65704,2023-10-02T20:24:11Z,2025-08-24T19:14:19Z,692,0,7216,209,Rust,7396,5471,73.97
tabby,Eugeny,65679,2016-12-23T09:06:10Z,2025-08-24T17:05:05Z,3166,0,1489,200,TypeScript,5727,3424,59.79
servers,modelcontextprotocol,65537,2024-11-19T01:10:17Z,2025-08-24T21:18:13Z,278,0,891,19,TypeScript,635,464,73.07
33-js-concepts,leonardomso,65534,2018-09-04T13:27:04Z,2025-08-24T15:14:45Z,2546,0,252,0,JavaScript,103,81,78.64
webpack,webpack,65494,2012-03-10T10:08:14Z,2025-08-24T10:55:36Z,4915,0,5114,438,JavaScript,10089,9970,98.82
act,nektos,65313,2019-01-02T19:53:43Z,2025-08-24T20:37:00Z,2426,0,1049,88,Go,1281,1062,82.9
SecLists,danielmiessler,65165,2012-02-19T01:30:18Z,2025-08-24T20:15:45Z,4935,0,681,28,PHP,298,292,97.99
AppFlowy,AppFlowy-IO,65077,2021-06-16T12:56:48Z,2025-08-24T21:05:47Z,1530,0,3886,111,Dart,3624,2646,73.01
gpt4free,xtekky,65011,2023-03-29T17:00:43Z,2025-08-24T20:31:09Z,879,0,820,337,Python,1869,1862,99.63
lobe-chat,lobehub,64798,2023-05-21T07:19:12Z,2025-08-24T21:03:54Z,826,0,2515,1000,TypeScript,4347,3447,79.3
javascript-questions,lydiahallie,64791,2019-06-12T08:26:27Z,2025-08-24T21:07:17Z,2265,0,328,0,Unknown,250,233,93.2
