name_with_owner,url,stargazer_count,primary_language,created_at,age,last_push,time_since_last_push,disk_usage_kb,size_formatted,name
jmockit/jmockit1,https://github.com/jmockit/jmockit1,471,Java,2014-07-08T12:02:15Z,"11 anos, 2 meses",2025-06-20T19:24:22Z,"2 meses, 22 dias",5540,5.4 MB,jmockit1
CognitiveJ/cognitivej,https://github.com/CognitiveJ/cognitivej,471,Java,2016-05-18T15:37:24Z,"9 anos, 3 meses",2023-04-01T20:05:45Z,"2 anos, 5 meses",674,674 KB,cognitivej
apache/commons-codec,https://github.com/apache/commons-codec,470,Java,2009-05-21T01:20:25Z,"16 anos, 3 meses",2025-09-05T15:28:39Z,5 dias,6386,6.2 MB,commons-codec
stefvanschie/IF,https://github.com/stefvanschie/IF,470,Java,2017-10-29T12:49:31Z,"7 anos, 10 meses",2025-09-10T05:02:32Z,0 dias,2121,2.1 MB,IF
MenoData/Time4J,https://github.com/MenoData/Time4J,465,Java,2013-07-25T04:50:05Z,"12 anos, 1 meses",2024-02-11T11:15:08Z,"1 anos, 7 meses",17050,16.7 MB,Time4J
spring-petclinic/spring-framework-petclinic,https://github.com/spring-petclinic/spring-framework-petclinic,464,Java,2016-11-15T07:50:57Z,"8 anos, 10 meses",2025-09-01T19:28:30Z,9 dias,1725,1.7 MB,spring-framework-petclinic
apache/commons-imaging,https://github.com/apache/commons-imaging,464,Java,2013-07-11T07:00:17Z,"12 anos, 2 meses",2025-09-05T17:48:28Z,5 dias,44906,43.9 MB,commons-imaging
kohlschutter/junixsocket,https://github.com/kohlschutter/junixsocket,463,Java,2014-11-24T06:41:49Z,"10 anos, 9 meses",2025-08-10T13:36:54Z,"1 meses, 1 dias",34875,34.1 MB,junixsocket
antlr/codebuff,https://github.com/antlr/codebuff,462,Java,2016-01-06T19:49:54Z,"9 anos, 8 meses",2025-07-12T01:41:03Z,"2 meses, 0 dias",6230,6.1 MB,codebuff
alibaba/aliyun-spring-boot,https://github.com/alibaba/aliyun-spring-boot,459,Java,2020-03-16T02:46:07Z,"5 anos, 5 meses",2023-03-08T06:58:57Z,"2 anos, 6 meses",233,233 KB,aliyun-spring-boot
mapleqin/Android-RatioLayout,https://github.com/mapleqin/Android-RatioLayout,459,Java,2015-08-07T14:08:00Z,"10 anos, 1 meses",2023-08-30T03:27:45Z,"2 anos, 0 meses",12070,11.8 MB,Android-RatioLayout
ricefishtech/industry4.0-mes,https://github.com/ricefishtech/industry4.0-mes,458,Java,2017-07-24T09:49:58Z,"8 anos, 1 meses",2024-08-14T06:41:10Z,"1 anos, 0 meses",107938,105.4 MB,industry4.0-mes
oracle/coherence,https://github.com/oracle/coherence,458,Java,2020-02-24T15:51:04Z,"5 anos, 6 meses",2025-09-10T12:23:51Z,0 dias,585301,571.6 MB,coherence
apache/camel-examples,https://github.com/apache/camel-examples,455,Java,2020-02-05T08:44:11Z,"5 anos, 7 meses",2025-08-30T14:09:27Z,11 dias,11450,11.2 MB,camel-examples
shaogezhu/easy-rpc,https://github.com/shaogezhu/easy-rpc,454,Java,2023-02-22T14:32:24Z,"2 anos, 6 meses",2023-04-11T03:25:44Z,"2 anos, 5 meses",162,162 KB,easy-rpc
nnngu/nguSeckill,https://github.com/nnngu/nguSeckill,453,Java,2018-01-27T01:50:47Z,"7 anos, 7 meses",2018-01-31T19:25:57Z,"7 anos, 7 meses",334,334 KB,nguSeckill
highsource/jaxb-tools,https://github.com/highsource/jaxb-tools,451,Java,2014-04-06T21:23:45Z,"11 anos, 5 meses",2025-09-10T15:50:14Z,0 dias,22263,21.7 MB,jaxb-tools
leonchen83/redis-rdb-cli,https://github.com/leonchen83/redis-rdb-cli,449,Java,2018-07-01T09:01:53Z,"7 anos, 2 meses",2025-09-08T09:06:05Z,2 dias,8149,8.0 MB,redis-rdb-cli
laigeoffer/pmhub,https://github.com/laigeoffer/pmhub,449,Java,2024-03-02T17:29:16Z,"1 anos, 6 meses",2025-06-25T00:47:16Z,"2 meses, 17 dias",19039,18.6 MB,pmhub
jbarrez/spring-boot-with-activiti-example,https://github.com/jbarrez/spring-boot-with-activiti-example,446,Java,2015-02-16T14:51:06Z,"10 anos, 6 meses",2021-11-22T09:23:55Z,"3 anos, 9 meses",82,82 KB,spring-boot-with-activiti-example
albert-lii/ImageViewer,https://github.com/albert-lii/ImageViewer,445,Java,2017-09-22T10:15:08Z,"7 anos, 11 meses",2021-03-24T07:25:23Z,"4 anos, 5 meses",79595,77.7 MB,ImageViewer
adoptium/emt4j,https://github.com/adoptium/emt4j,444,Java,2022-04-18T17:48:27Z,"3 anos, 4 meses",2025-07-12T01:50:14Z,"2 meses, 0 dias",2273,2.2 MB,emt4j
apache/maven-surefire,https://github.com/apache/maven-surefire,443,Java,2010-08-12T03:32:41Z,"15 anos, 1 meses",2025-09-10T02:02:35Z,0 dias,16779,16.4 MB,maven-surefire
anjia0532/unidbg-boot-server,https://github.com/anjia0532/unidbg-boot-server,442,Java,2021-08-26T10:50:57Z,"4 anos, 0 meses",2024-11-25T01:15:31Z,"9 meses, 19 dias",2772,2.7 MB,unidbg-boot-server
tsantalis/RefactoringMiner,https://github.com/tsantalis/RefactoringMiner,442,Java,2015-09-29T13:13:11Z,"9 anos, 11 meses",2025-09-10T21:09:40Z,0 dias,350969,342.7 MB,RefactoringMiner
zonkyio/embedded-database-spring-test,https://github.com/zonkyio/embedded-database-spring-test,441,Java,2017-12-15T19:29:33Z,"7 anos, 9 meses",2025-08-18T16:46:05Z,23 dias,1006,1006 KB,embedded-database-spring-test
cloudsimplus/cloudsimplus,https://github.com/cloudsimplus/cloudsimplus,440,Java,2015-03-18T17:11:29Z,"10 anos, 5 meses",2025-07-17T19:26:32Z,"1 meses, 25 dias",46500,45.4 MB,cloudsimplus
ptrd/kwik,https://github.com/ptrd/kwik,440,Java,2019-12-18T20:46:54Z,"5 anos, 8 meses",2025-09-06T11:14:47Z,4 dias,5319,5.2 MB,kwik
techatspree/android-archetypes,https://github.com/techatspree/android-archetypes,439,Java,2010-11-30T16:46:15Z,"14 anos, 9 meses",2020-10-13T10:01:58Z,"4 anos, 11 meses",342,342 KB,android-archetypes
ChessLuo/TextBannerView,https://github.com/ChessLuo/TextBannerView,439,Java,2018-03-28T12:44:05Z,"7 anos, 5 meses",2019-04-30T02:03:25Z,"6 anos, 4 meses",5193,5.1 MB,TextBannerView
facebook/facebook-java-business-sdk,https://github.com/facebook/facebook-java-business-sdk,437,Java,2015-12-01T18:48:36Z,"9 anos, 9 meses",2025-09-09T06:35:46Z,1 dias,34051,33.3 MB,facebook-java-business-sdk
aws-samples/aws-sam-java-rest,https://github.com/aws-samples/aws-sam-java-rest,437,Java,2018-08-17T19:39:39Z,"7 anos, 0 meses",2024-04-16T05:32:32Z,"1 anos, 4 meses",46,46 KB,aws-sam-java-rest
Justson/AgentWebX5,https://github.com/Justson/AgentWebX5,437,Java,2017-07-02T10:17:51Z,"8 anos, 2 meses",2018-05-05T15:25:42Z,"7 anos, 4 meses",1517,1.5 MB,AgentWebX5
